distance_km,fuel_price,hour,day_of_week,traffic_level,weather,vehicle_type,fare
3.8,5670.54,0,1,1,0,Taxi,4000
26.12,6178.06,17,0,3,0,Mini Bus,15000
40.51,4916.41,1,4,1,0,Taxi,27500
11.27,5187.48,18,5,3,1,Mini Bus,8000
18.78,6011.03,17,3,2,0,Boda Boda,11500
12.37,4124.28,0,4,1,0,Mini Bus,4500
19.92,4317.4,14,3,1,1,Mini Bus,8000
38.6,4734.03,9,6,3,1,Special Hire,82000
6.91,5171.93,4,0,1,0,Boda Boda,4500
31.83,5910.51,6,4,1,1,Boda Boda,19000
35.13,5142.53,17,2,3,0,Mini Bus,17500
42.49,4414.86,17,3,3,1,Taxi,43500
3.13,6104.81,8,5,3,0,Mini Bus,3000
10.69,5550.13,0,3,1,0,Boda Boda,6500
42.34,6064.88,20,6,3,1,Mini Bus,29000
42.67,5451.82,9,4,3,0,Taxi,41000
19.66,4469.87,16,0,1,1,Mini Bus,8000
31.28,6025.83,20,6,3,0,Taxi,32500
18.56,4970.6,11,0,1,0,Special Hire,23000
37.75,6220.42,9,5,2,0,Special Hire,62500
35.9,4607.55,15,6,1,0,Boda Boda,15000
17.36,5835.79,9,5,3,0,Mini Bus,10000
41.54,5952.54,14,1,1,0,Boda Boda,19500
22.23,5543.65,12,1,2,0,Mini Bus,10000
30.57,4979.51,1,5,1,0,Mini Bus,11500
2.6,4280.35,18,0,3,0,Special Hire,5500
40.59,5972.92,1,3,1,0,Special Hire,61500
17.35,5300.63,4,6,1,0,Mini Bus,7500
6.23,4190.76,8,4,2,1,Taxi,6000
8.64,5786.75,14,0,1,0,Special Hire,12000
39.6,5657.91,1,6,1,0,Taxi,29500
43.98,5355.26,9,3,3,0,Taxi,40500
39.68,5152.26,3,6,1,0,Taxi,27500
24.29,6095.3,4,0,1,0,Taxi,19500
37.89,6137.6,16,1,1,0,Special Hire,51500
27.85,5831.59,21,3,1,0,Mini Bus,10000
33.1,5163.87,10,6,2,0,Mini Bus,13000
3.92,5165.51,7,1,3,0,Boda Boda,4000
17.53,4432.55,23,6,1,0,Boda Boda,8500
16.79,4770.5,5,5,1,0,Taxi,11500
8.12,6145.44,7,5,2,0,Mini Bus,4500
42.38,4023.02,11,5,1,0,Mini Bus,12000
28.88,6060.39,12,5,1,0,Boda Boda,14500
44.96,5270.22,8,4,2,1,Mini Bus,21500
38.85,4336.86,16,3,2,1,Mini Bus,17000
11.62,4397.01,16,1,1,0,Special Hire,13000
18.6,6289.07,20,4,3,0,Taxi,20500
19.64,4512.84,19,0,3,0,Mini Bus,9500
2.63,5486.43,16,2,2,0,Mini Bus,2000
24.35,4874.95,2,4,1,0,Mini Bus,9000
15.81,4115.39,19,2,3,1,Boda Boda,12500
23.77,5674.39,16,4,2,1,Special Hire,47000
26.53,4501.99,22,1,1,0,Special Hire,34000
13.7,4216.68,17,5,3,0,Boda Boda,8500
22.81,5559.16,15,5,1,0,Taxi,15000
17.2,4756.16,13,3,1,1,Mini Bus,7500
2.78,6410.16,11,1,1,0,Boda Boda,2500
43.29,5019.72,1,3,1,0,Taxi,29500
23.58,5391.51,12,3,1,1,Taxi,19000
8.07,5234.89,5,2,1,0,Mini Bus,4000
3.53,5206.14,22,4,1,0,Special Hire,6000
41.68,5928.89,9,1,3,0,Mini Bus,21500
2.27,5273.83,18,0,3,0,Mini Bus,2500
18.09,6160.61,11,3,2,0,Mini Bus,8500
16.71,5713.06,20,0,3,0,Special Hire,34000
2.06,4904.27,15,4,1,0,Boda Boda,2000
13.39,5438.45,14,3,1,0,Special Hire,17500
35.64,5557.62,21,0,1,0,Special Hire,46000
17.78,5713.68,4,1,1,0,Boda Boda,10500
22.91,5292.66,23,6,1,0,Mini Bus,9500
34.6,6146.07,11,3,2,0,Boda Boda,21500
2.51,6104.42,13,2,1,0,Taxi,2500
16.73,5156.91,6,2,1,0,Taxi,11000
8.86,5586.49,16,4,1,0,Mini Bus,4000
28.96,5463.1,4,1,2,0,Taxi,25500
42.04,5348.38,2,1,1,0,Boda Boda,21500
13.15,5318.14,1,2,2,0,Mini Bus,7000
9.02,5967.26,0,3,1,0,Mini Bus,4500
7.26,4069.7,11,0,1,0,Mini Bus,3000
24.27,5398.01,16,1,1,0,Special Hire,31000
37.15,6193.37,23,4,1,0,Taxi,29500
32.94,4065.15,2,0,1,0,Boda Boda,15000
27.5,4160.42,11,6,1,0,Boda Boda,11000
10.5,6408.34,8,4,3,0,Boda Boda,9500
29.51,5725.77,22,3,2,0,Special Hire,53000
32.82,4535.51,6,3,1,0,Taxi,19000
19.77,4830.97,19,3,3,0,Taxi,18500
38.74,6387.71,14,4,1,0,Taxi,28500
35.76,5086.15,4,1,2,0,Special Hire,59500
38.05,5391.79,23,5,1,0,Special Hire,53500
9.18,5658.36,15,0,1,0,Taxi,7000
43.95,4384.32,3,2,2,0,Mini Bus,17500
27.07,4678.17,14,4,1,0,Special Hire,30500
31.19,5162.83,22,2,1,0,Mini Bus,12000
44.21,5190.7,15,5,2,0,Taxi,33000
8.74,5166.19,17,1,2,0,Boda Boda,5500
21.28,6172.19,21,5,1,0,Mini Bus,8500
39.96,4157.21,13,1,1,0,Mini Bus,11000
9.49,6346.76,21,5,1,0,Boda Boda,5500
21.22,4397.07,13,3,1,0,Special Hire,24000
35.23,5837.05,7,1,3,0,Special Hire,70000
14.68,6164.27,21,6,1,0,Mini Bus,6000
13.62,4839.53,8,0,2,0,Mini Bus,6000
38.49,4928.66,17,6,3,0,Taxi,35000
20.69,5457.41,16,4,2,0,Boda Boda,12000
2.04,4584.47,2,5,1,0,Taxi,2500
22.55,4842.86,17,3,3,0,Boda Boda,15000
40.39,6316.78,15,0,1,0,Taxi,28500
23.54,4550.99,9,6,3,0,Boda Boda,15000
20.15,6192.91,4,5,1,0,Mini Bus,9000
6.62,4847.67,21,5,1,0,Taxi,4500
4.85,5651.2,2,4,2,0,Taxi,5500
6.66,6277.11,4,4,1,0,Taxi,6500
23.46,4176.0,4,3,1,0,Mini Bus,8000
24.32,5846.67,10,1,1,0,Boda Boda,12000
29.89,4489.64,20,4,3,0,Special Hire,50500
39.99,5078.86,22,0,1,0,Special Hire,55000
32.12,4326.52,8,3,3,0,Mini Bus,14000
30.71,5580.64,10,1,1,0,Taxi,20500
2.71,4226.92,3,4,1,1,Boda Boda,3000
18.64,5496.12,2,4,1,0,Special Hire,28000
7.01,5722.69,2,5,1,0,Mini Bus,3500
5.55,6390.8,1,5,1,0,Taxi,5500
30.03,6331.21,9,1,2,0,Special Hire,51000
20.27,4924.14,3,5,1,0,Boda Boda,10500
6.6,4034.52,19,4,3,0,Taxi,6500
6.22,5487.42,5,6,1,0,Taxi,5500
7.59,6230.47,17,4,2,0,Taxi,7000
44.71,6383.88,6,6,2,0,Boda Boda,26500
41.54,6465.55,18,6,2,1,Mini Bus,23500
22.44,6427.17,6,3,1,0,Special Hire,32500
42.31,6163.82,7,0,3,0,Taxi,43000
5.19,5288.25,21,3,1,0,Taxi,4000
42.04,5346.97,13,5,2,0,Mini Bus,16000
16.6,5570.02,10,3,1,0,Boda Boda,8000
40.51,4167.49,10,1,1,0,Mini Bus,11000
39.38,6496.29,23,0,1,0,Mini Bus,17000
4.29,5539.31,17,6,3,0,Boda Boda,4500
1.48,5574.21,22,6,1,0,Mini Bus,1500
5.03,5232.01,13,5,1,1,Taxi,5000
18.98,4220.32,19,4,3,1,Taxi,20500
5.92,4864.55,6,0,1,0,Mini Bus,2500
7.29,4220.52,22,6,1,0,Taxi,5500
24.64,5956.05,7,4,3,0,Special Hire,51000
22.56,6031.56,9,0,2,0,Boda Boda,14000
24.12,4995.59,15,6,2,0,Boda Boda,13000
9.56,6053.67,0,0,1,0,Taxi,8500
32.32,6178.06,7,1,3,0,Boda Boda,24500
5.27,5958.7,12,5,1,0,Mini Bus,2500
22.81,4033.5,16,1,1,0,Boda Boda,9000
11.67,4668.55,23,2,1,0,Boda Boda,6000
10.83,6316.15,3,1,1,0,Boda Boda,7000
44.35,4939.67,14,3,1,0,Special Hire,53000
36.09,5577.04,6,6,1,1,Taxi,29000
14.88,5023.38,4,4,1,0,Taxi,11000
9.94,5703.7,21,3,1,0,Taxi,7500
40.43,4381.91,19,1,3,0,Boda Boda,24500
40.42,4106.28,6,6,1,0,Taxi,21500
29.07,4367.06,7,4,3,0,Boda Boda,18000
6.07,5903.31,18,5,3,0,Boda Boda,5500
29.43,5323.25,8,6,3,0,Boda Boda,20500
5.44,5214.83,22,3,1,0,Mini Bus,3000
24.74,6008.25,11,1,1,1,Taxi,22000
24.09,4208.23,13,6,1,0,Mini Bus,7000
10.92,6066.53,10,4,1,0,Special Hire,15500
11.39,5890.81,11,4,1,0,Special Hire,16000
13.22,5617.28,0,5,1,0,Mini Bus,6000
37.41,5579.97,7,2,3,0,Boda Boda,26500
39.1,5064.56,12,3,1,0,Boda Boda,17000
39.58,6097.83,9,0,3,0,Taxi,41000
22.26,4292.35,18,3,3,0,Special Hire,37500
3.33,5108.85,18,5,2,0,Mini Bus,2500
33.5,4273.37,13,6,1,0,Taxi,18000
28.91,5325.21,10,1,1,0,Special Hire,36000
18.12,4794.74,2,6,1,1,Boda Boda,12000
41.33,6066.21,23,0,1,0,Boda Boda,23000
41.07,5977.91,0,1,2,0,Boda Boda,27500
31.84,4115.43,0,2,1,0,Boda Boda,14500
33.95,4550.77,2,6,1,0,Boda Boda,16000
42.91,5040.64,10,1,1,0,Boda Boda,18500
15.28,4519.73,6,4,1,1,Mini Bus,6500
11.19,5254.46,15,0,1,0,Taxi,7500
3.94,5796.13,8,5,3,0,Special Hire,9000
11.54,4780.07,22,2,1,0,Taxi,8500
44.26,4696.68,17,3,2,0,Special Hire,60500
13.71,5070.18,15,0,1,0,Special Hire,17000
29.8,5664.02,23,5,2,1,Taxi,35000
36.65,4116.36,3,4,2,0,Boda Boda,19000
29.42,4251.55,13,0,2,0,Boda Boda,14000
24.64,4778.23,5,4,1,0,Taxi,17000
31.53,5424.82,11,6,2,0,Boda Boda,18000
44.65,5405.36,11,6,1,1,Boda Boda,26000
9.72,6047.35,14,1,1,0,Special Hire,13500
0.64,4251.98,4,3,1,0,Boda Boda,1500
37.23,5569.14,16,1,1,1,Mini Bus,15500
5.36,4209.75,9,5,3,0,Mini Bus,3500
24.39,6382.58,23,0,1,0,Boda Boda,15000
9.07,4010.67,9,4,3,1,Boda Boda,7500
8.66,6202.19,21,4,1,0,Mini Bus,4000
31.4,6173.74,19,2,3,0,Mini Bus,18000
19.74,6479.89,2,3,1,0,Boda Boda,12000
17.85,5283.4,21,2,2,0,Mini Bus,7500
25.29,5661.33,2,2,1,0,Taxi,20000
4.28,5536.59,20,6,2,0,Mini Bus,2500
32.8,6466.61,11,3,1,0,Boda Boda,17000
31.57,4512.69,18,6,3,0,Boda Boda,20000
27.54,4508.21,1,2,2,0,Mini Bus,12000
37.9,5428.74,12,2,1,0,Boda Boda,17000
24.9,4217.63,23,1,2,0,Taxi,19000
16.83,5671.13,11,0,1,1,Special Hire,28500
37.85,5649.51,7,2,2,1,Boda Boda,26000
35.85,5260.24,9,4,3,0,Boda Boda,23500
31.13,4299.22,15,4,1,1,Special Hire,43000
37.67,6220.53,8,1,3,0,Boda Boda,28500
35.41,6246.07,6,6,1,0,Special Hire,48000
14.79,4300.7,10,4,1,0,Special Hire,17000
18.65,5212.03,20,5,3,1,Mini Bus,12500
39.49,4168.87,1,2,1,0,Taxi,24000
19.02,4833.47,20,1,3,0,Mini Bus,9500
2.7,6381.52,21,5,1,0,Mini Bus,2000
7.18,6396.55,3,2,1,0,Mini Bus,4000
11.7,4985.86,6,4,1,0,Boda Boda,6000
2.38,5636.97,23,3,1,0,Mini Bus,2000
30.66,4193.5,4,3,1,0,Boda Boda,14000
18.53,6314.07,8,0,2,0,Mini Bus,9000
6.11,5126.94,2,2,1,0,Boda Boda,4000
11.03,4530.44,15,2,2,0,Mini Bus,4500
20.07,4176.94,5,3,1,0,Boda Boda,9000
19.96,4536.59,6,1,1,0,Taxi,12000
17.52,5746.76,10,5,1,0,Boda Boda,8500
4.86,6428.83,21,0,1,0,Boda Boda,3500
31.57,5527.3,18,2,3,0,Special Hire,61500
30.94,5015.65,18,4,3,0,Mini Bus,15500
40.5,4553.61,9,6,2,0,Boda Boda,19000
33.58,4944.63,8,4,3,1,Taxi,37000
8.58,4650.97,1,5,2,0,Boda Boda,6000
38.8,4191.27,22,2,1,0,Mini Bus,12500
15.24,5897.65,18,5,2,0,Boda Boda,9500
29.51,4656.4,7,3,3,1,Mini Bus,17000
40.79,6270.53,17,0,3,0,Mini Bus,22500
35.31,4602.4,20,4,3,0,Taxi,31000
18.26,4548.65,23,4,1,0,Boda Boda,9500
33.1,6410.28,14,4,1,1,Mini Bus,15500
10.07,6236.3,6,3,1,0,Special Hire,14500
34.77,5896.89,15,2,2,0,Taxi,27500
20.68,5155.75,2,5,1,0,Taxi,15500
21.0,4177.19,8,4,2,0,Boda Boda,10500
6.46,4118.07,0,5,1,0,Boda Boda,4000
20.55,5399.41,8,4,3,0,Mini Bus,11000
15.32,4066.52,11,6,1,0,Mini Bus,5000
19.73,4839.32,17,5,2,0,Taxi,14500
7.23,4262.59,2,3,1,0,Taxi,5500
2.25,4253.29,16,1,1,0,Mini Bus,1500
24.72,5217.96,14,3,1,0,Boda Boda,11000
13.09,4820.52,8,2,2,0,Taxi,10000
7.07,6203.42,9,5,3,0,Boda Boda,6500
22.61,4834.73,1,4,1,1,Special Hire,37500
15.15,6496.07,1,0,2,0,Taxi,16000
31.87,5433.21,1,1,1,0,Taxi,24000
44.15,4036.41,11,2,1,0,Taxi,23000
32.85,4846.86,8,4,3,0,Mini Bus,15000
26.42,4568.86,21,1,1,0,Boda Boda,11500
40.43,4136.42,1,1,1,0,Special Hire,48000
11.89,5226.95,2,3,1,0,Taxi,9500
9.41,6082.26,6,5,1,0,Mini Bus,4000
18.63,6480.08,8,1,3,0,Taxi,21000
37.3,4291.27,1,3,1,0,Mini Bus,12500
39.82,4658.97,21,0,1,0,Special Hire,43500
1.98,5134.29,5,0,1,0,Special Hire,4000
28.55,5154.15,20,0,3,1,Taxi,34500
27.18,5436.7,1,0,1,1,Boda Boda,18000
24.54,5749.13,2,0,1,0,Mini Bus,10000
41.62,6386.39,15,3,1,1,Mini Bus,19500
20.98,6259.98,23,2,1,0,Special Hire,34000
12.55,5887.15,3,6,1,0,Boda Boda,7500
17.42,6021.87,4,6,1,0,Special Hire,27000
12.99,6431.28,9,6,3,0,Taxi,15000
7.31,4848.36,1,0,1,1,Mini Bus,4500
18.74,4492.66,0,0,1,0,Special Hire,24000
5.97,4449.66,18,4,3,1,Mini Bus,5000
43.27,4468.92,9,5,3,0,Mini Bus,19000
35.25,5724.94,12,1,2,0,Taxi,28500
21.72,5549.94,3,1,1,0,Boda Boda,11500
19.82,6271.84,16,4,1,0,Special Hire,28000
28.95,6343.81,4,0,1,0,Taxi,23500
41.87,4920.5,3,4,1,0,Mini Bus,15500
39.61,4240.81,0,5,1,0,Boda Boda,18000
0.75,5136.69,4,2,1,0,Special Hire,2000
40.74,4625.17,6,6,1,0,Mini Bus,12500
10.26,4902.94,23,5,1,0,Boda Boda,6000
24.95,6375.31,20,4,2,0,Mini Bus,11500
7.14,4552.22,21,3,2,1,Taxi,7500
11.94,5871.11,4,4,1,1,Special Hire,24500
44.06,5124.69,1,1,1,0,Mini Bus,16500
15.23,4381.89,7,1,2,0,Special Hire,21000
2.57,4492.68,7,6,3,0,Special Hire,6000
15.86,5710.24,1,0,1,0,Mini Bus,7000
22.72,4701.88,18,3,3,0,Mini Bus,11000
33.51,4627.81,7,2,2,0,Boda Boda,17000
28.43,5776.57,12,3,1,0,Taxi,19500
9.24,5472.88,15,6,1,0,Special Hire,12000
12.27,4402.6,4,1,1,0,Mini Bus,5000
38.83,5210.3,21,1,1,0,Boda Boda,17000
18.73,5979.74,7,1,2,0,Special Hire,31500
33.4,4148.2,5,0,1,0,Taxi,21000
44.05,5748.78,19,2,3,0,Mini Bus,22500
14.07,5874.85,17,3,3,0,Boda Boda,11000
15.97,5029.09,23,4,1,0,Taxi,12000
42.99,6487.47,0,2,2,0,Special Hire,83500
38.96,5818.01,10,1,1,0,Mini Bus,13500
40.96,6028.09,13,0,1,0,Taxi,28000
39.6,4438.58,1,1,1,0,Boda Boda,18500
37.51,4125.16,15,1,1,0,Taxi,19500
20.58,5920.6,9,1,2,0,Special Hire,32500
15.24,5734.1,1,5,2,0,Boda Boda,11000
34.63,5554.3,20,4,3,0,Special Hire,65000
31.97,4234.44,15,4,2,0,Special Hire,40500
41.2,5010.17,22,5,2,0,Boda Boda,24500
17.4,4801.29,11,2,1,0,Boda Boda,7500
24.34,6440.15,23,2,1,0,Special Hire,40000
36.25,5222.91,7,0,3,0,Taxi,33500
10.99,6362.81,23,0,1,0,Taxi,10000
28.02,4608.56,2,4,1,0,Boda Boda,13500
34.11,5116.6,5,0,1,0,Mini Bus,12500
34.5,6468.31,4,2,1,0,Boda Boda,20500
21.85,6144.66,19,3,3,0,Boda Boda,17500
38.86,5159.73,6,1,1,1,Boda Boda,21000
43.07,4205.77,7,0,3,0,Taxi,34000
17.1,4513.23,9,4,3,1,Mini Bus,10500
35.85,4375.19,7,4,2,0,Taxi,24000
29.25,4162.04,0,1,1,1,Boda Boda,17000
27.06,4581.26,7,4,3,0,Boda Boda,16500
9.03,5021.7,23,6,1,0,Taxi,7500
42.99,5831.13,17,4,3,0,Mini Bus,22500
41.92,6053.96,15,3,2,1,Special Hire,86500
14.21,5018.81,6,0,1,0,Boda Boda,7000
43.93,4068.52,8,3,3,1,Special Hire,87000
31.59,4844.38,0,4,1,0,Mini Bus,11500
10.43,4501.3,0,4,1,0,Taxi,7500
31.75,5017.04,6,0,2,1,Taxi,30000
24.55,4135.14,21,2,1,0,Boda Boda,10000
5.03,4226.03,23,5,2,0,Taxi,5000
16.56,4939.45,17,5,2,0,Boda Boda,9500
40.95,5069.25,12,2,1,0,Special Hire,48500
39.91,5423.99,21,4,1,0,Mini Bus,13500
23.25,6262.16,11,0,2,0,Taxi,19500
23.79,5113.02,1,6,1,0,Mini Bus,9000
3.76,5385.96,10,4,1,0,Mini Bus,2000
18.28,4556.44,21,2,2,0,Taxi,13500
4.83,4293.75,17,2,3,0,Taxi,5000
1.97,4820.99,11,3,1,0,Special Hire,3500
30.06,4929.67,13,3,1,0,Boda Boda,13000
12.68,4445.86,10,5,1,0,Mini Bus,4500
28.96,4957.12,22,4,1,1,Boda Boda,18500
26.75,5678.69,9,2,2,1,Mini Bus,14000
6.46,5740.71,9,2,2,1,Special Hire,14000
20.53,4862.36,11,1,1,0,Special Hire,24000
10.01,4652.08,5,4,1,0,Mini Bus,4500
31.23,4249.71,11,5,1,0,Special Hire,34500
36.41,5565.06,11,1,2,0,Special Hire,55500
19.85,5493.85,17,5,3,0,Special Hire,39500
13.86,4162.53,4,2,1,1,Mini Bus,6500
26.83,6124.27,14,0,1,0,Taxi,18500
18.03,4459.55,19,0,2,0,Mini Bus,7000
36.05,5385.24,19,2,3,0,Mini Bus,18500
9.93,4056.2,19,1,3,0,Boda Boda,7000
14.22,5859.03,6,1,2,1,Special Hire,28500
16.1,6087.24,4,3,1,0,Special Hire,25500
19.1,4355.57,5,3,1,0,Special Hire,24500
15.77,4737.41,7,6,3,1,Special Hire,34000
23.66,6487.92,17,0,3,0,Taxi,25500
30.13,4167.05,22,1,1,1,Boda Boda,17000
30.8,5110.43,1,4,1,0,Mini Bus,12000
37.91,4338.48,12,4,1,0,Taxi,21000
38.33,4385.7,22,1,2,0,Boda Boda,21000
25.77,4825.69,3,2,2,0,Special Hire,41500
35.59,4916.09,13,4,1,0,Taxi,22000
7.8,5658.43,11,0,1,0,Taxi,6000
31.51,5121.22,12,2,1,0,Special Hire,38000
16.13,6241.12,16,3,1,0,Mini Bus,6500
32.05,4412.0,12,2,1,0,Mini Bus,9500
29.26,4622.62,18,4,3,1,Special Hire,62500
32.15,6103.67,15,2,1,0,Boda Boda,16000
7.79,4535.96,11,4,1,0,Taxi,5000
30.75,4394.14,4,2,1,1,Special Hire,48500
5.61,5657.79,18,6,2,0,Taxi,5500
4.07,6295.2,20,3,2,0,Special Hire,7500
17.02,4701.47,18,5,2,0,Mini Bus,7000
13.6,5777.18,13,0,1,0,Mini Bus,5500
35.36,5958.96,4,3,2,0,Mini Bus,17500
11.03,6444.27,4,4,2,0,Mini Bus,6500
25.03,4787.35,10,6,1,0,Mini Bus,8000
6.48,6434.16,2,3,1,0,Taxi,6500
8.43,4094.02,16,0,2,0,Taxi,6500
37.27,4049.74,21,3,2,1,Taxi,30000
23.76,4200.98,1,2,2,0,Taxi,18000
34.19,6208.89,18,6,2,1,Special Hire,70000
33.31,4062.46,21,2,1,0,Mini Bus,9500
24.14,5376.31,16,6,1,0,Boda Boda,11500
4.59,6436.17,0,0,1,1,Mini Bus,4000
21.4,5599.27,20,3,3,0,Taxi,21000
20.4,4555.26,1,3,1,0,Taxi,14000
21.25,4793.86,6,4,1,0,Taxi,13000
27.46,6027.15,9,0,3,0,Taxi,29000
37.32,6181.79,1,3,2,0,Special Hire,71500
8.03,4551.12,14,5,1,0,Special Hire,10000
21.13,5141.81,1,5,1,0,Mini Bus,8000
36.21,4739.06,19,0,3,0,Taxi,32000
43.94,4029.98,10,6,1,0,Special Hire,46000
2.62,4863.34,2,4,1,0,Special Hire,4500
25.17,5309.12,16,0,2,1,Mini Bus,13000
9.72,5959.19,23,1,2,0,Special Hire,18500
17.27,4029.45,16,5,1,0,Special Hire,18500
44.83,5248.92,8,6,3,0,Boda Boda,30000
15.46,6059.68,17,2,3,1,Boda Boda,15000
35.18,4971.77,4,0,1,0,Special Hire,47000
8.02,5507.27,21,5,1,0,Taxi,6000
11.83,6274.69,13,6,1,0,Boda Boda,6500
10.34,4707.65,4,5,1,0,Special Hire,14500
7.78,5654.88,17,3,3,0,Taxi,9000
41.06,4727.62,15,5,2,1,Boda Boda,26000
20.74,5964.76,9,3,2,1,Mini Bus,11500
2.46,4717.83,19,3,3,1,Boda Boda,3500
41.05,4798.56,19,3,3,0,Special Hire,71500
14.14,4313.06,1,5,1,0,Taxi,9500
23.73,5127.04,17,6,3,0,Boda Boda,16500
1.13,6213.14,22,6,1,0,Boda Boda,2000
39.55,5574.99,19,0,3,0,Taxi,39000
36.16,5920.28,14,0,1,0,Taxi,24000
39.13,4644.81,15,1,1,0,Mini Bus,12000
27.94,4573.63,7,6,3,1,Taxi,30500
16.94,5245.36,21,5,1,0,Special Hire,22000
17.92,5265.21,19,1,3,0,Mini Bus,10000
27.44,6114.9,4,5,1,1,Boda Boda,20000
40.98,6402.57,4,4,2,0,Special Hire,79000
27.77,4497.79,2,6,1,0,Taxi,18000
20.6,5796.22,18,6,2,0,Taxi,17500
5.16,5427.35,9,6,3,0,Taxi,6500
41.86,4380.61,5,1,1,0,Mini Bus,14000
37.18,5891.88,16,6,1,0,Taxi,24500
8.53,5755.39,22,1,2,0,Special Hire,16500
26.96,5881.63,16,1,1,0,Special Hire,37000
13.88,5436.38,18,5,3,0,Mini Bus,8000
2.16,4180.38,8,3,3,0,Special Hire,5000
38.33,5499.48,2,5,1,0,Taxi,28000
43.29,4317.47,13,6,2,0,Mini Bus,15000
18.4,6459.12,20,2,3,0,Mini Bus,11500
32.51,5793.62,13,2,1,0,Special Hire,44000
26.57,6248.38,18,4,2,0,Special Hire,43000
12.14,5045.17,9,4,3,0,Taxi,12000
40.3,5950.17,8,6,2,1,Boda Boda,30000
22.57,4336.87,22,1,1,0,Boda Boda,11000
44.14,5065.84,14,3,1,0,Mini Bus,13500
28.14,4766.47,5,1,2,0,Taxi,23000
1.19,6373.02,0,2,1,0,Mini Bus,1500
15.15,4534.22,22,3,1,0,Taxi,10500
11.58,6294.93,12,3,1,0,Taxi,9000
21.08,4416.71,1,5,1,0,Mini Bus,7500
32.23,4917.55,3,3,1,0,Taxi,22000
27.35,4541.23,19,1,2,0,Mini Bus,10000
25.81,4371.55,14,2,2,0,Boda Boda,13000
31.12,4968.59,1,6,1,0,Special Hire,42500
8.53,4188.75,14,0,1,1,Mini Bus,4000
13.27,5616.2,16,0,1,0,Boda Boda,6500
1.85,4406.07,22,1,1,0,Special Hire,3500
31.92,4932.78,22,5,2,0,Special Hire,51500
41.32,5824.87,2,3,1,0,Mini Bus,16500
36.36,5560.74,16,3,1,0,Taxi,23500
33.68,6182.58,23,4,1,0,Taxi,27000
10.85,6336.84,13,6,2,0,Special Hire,19000
27.14,4614.23,13,5,1,0,Mini Bus,8500
21.9,4145.77,7,5,3,0,Mini Bus,10000
30.99,5375.3,13,0,1,0,Mini Bus,11000
10.75,4161.15,18,6,3,0,Boda Boda,7500
31.94,4421.37,14,1,1,0,Boda Boda,13000
34.85,5380.99,14,2,1,0,Mini Bus,12000
8.91,4302.64,13,6,1,0,Boda Boda,4500
24.9,4098.01,18,2,3,0,Taxi,20000
44.39,4053.27,11,6,1,0,Special Hire,46000
12.28,6491.64,7,2,3,1,Boda Boda,13000
38.94,6480.76,9,5,3,0,Taxi,43500
10.34,4595.16,22,5,1,0,Mini Bus,4500
32.82,4396.58,17,0,2,0,Mini Bus,11500
35.15,4895.17,11,6,2,0,Taxi,25000
10.21,4903.47,22,4,2,0,Taxi,9500
40.6,5174.37,11,6,1,0,Special Hire,50000
5.06,4165.28,3,1,1,0,Special Hire,7000
16.07,4682.44,13,5,1,0,Special Hire,18500
27.99,5124.55,11,5,1,0,Boda Boda,12000
36.38,6411.27,21,0,1,1,Special Hire,63500
1.85,6312.17,5,0,1,0,Special Hire,4000
29.46,5869.77,14,3,2,1,Boda Boda,22000
44.67,4121.11,17,6,3,0,Boda Boda,25500
23.97,4679.35,16,3,1,0,Special Hire,27000
17.21,6037.45,23,1,1,0,Boda Boda,10000
24.13,5050.85,0,1,1,0,Special Hire,34500
33.87,5038.06,6,0,1,1,Special Hire,50500
32.8,4669.53,5,1,1,0,Special Hire,42500
7.78,6316.62,5,0,1,0,Boda Boda,5500
3.13,5003.9,9,2,3,0,Special Hire,7000
41.52,4311.57,19,3,3,0,Special Hire,66000
7.35,5433.4,8,5,3,0,Taxi,8500
3.71,4184.78,3,5,2,0,Special Hire,7000
31.48,5364.63,14,5,1,0,Mini Bus,11000
4.66,5613.89,6,2,1,1,Special Hire,8500
9.23,5871.55,21,5,2,0,Special Hire,15000
32.26,4980.19,18,1,3,0,Special Hire,59000
6.62,5044.08,23,4,1,0,Mini Bus,3500
20.11,4794.79,11,4,2,0,Taxi,14500
9.3,4458.28,15,4,1,0,Boda Boda,4500
10.15,4865.25,17,0,2,1,Special Hire,18500
15.41,5152.32,7,6,3,0,Mini Bus,8000
1.21,5168.67,18,3,3,1,Taxi,3000
39.56,4388.4,11,2,1,0,Mini Bus,12000
39.29,6369.15,21,4,1,0,Special Hire,54500
4.53,5198.61,13,4,1,0,Taxi,3500
4.11,5437.3,18,6,3,0,Mini Bus,3500
18.64,5945.83,6,0,1,0,Mini Bus,7500
25.6,4521.22,0,2,2,0,Special Hire,40000
13.1,5740.21,18,5,3,0,Taxi,14500
0.86,6217.35,20,6,3,1,Taxi,3000
23.67,4847.49,5,6,2,0,Boda Boda,14500
40.57,4801.98,23,0,1,0,Boda Boda,19500
24.27,5217.54,4,3,2,0,Mini Bus,11500
3.39,4904.92,14,4,1,0,Boda Boda,2500
37.2,4726.05,15,5,2,0,Special Hire,51000
43.91,6365.86,15,5,1,0,Taxi,31500
26.99,6200.63,9,2,3,0,Special Hire,57500
29.44,4444.74,13,4,1,0,Boda Boda,12000
43.14,4578.18,15,3,1,0,Special Hire,47000
24.17,6101.7,2,5,1,0,Taxi,20000
